Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
bloating-gas-relief,Bloating & Gas Relief,"<p>Natural digestive support with peppermint, ginger, and fennel. Reduces bloating, gas, and abdominal discomfort for comfortable digestion.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Gut Health > Bloating & Gas,Bloating & Gas,"Bloating, Gas Relief, Peppermint, Ginger, Fennel",TRUE,Size,60 Capsules,,,,,BLOA_001_60,70,shopify,30,deny,manual,19.99,24.99,TRUE,TRUE,4.21111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Bloating & Gas Relief Bottle,FALSE,Bloating & Gas Relief | GetSupp,Natural digestive support for comfortable digestion.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,10,,,,,,,ACTIVE
acidity-neutralizer,Acidity Neutralizer,"<p>Gentle acidity relief with calcium carbonate, magnesium hydroxide, and aloe vera. Neutralizes stomach acid and soothes heartburn for digestive comfort.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Gut Health > Acidity,Acidity,"Acidity, Heartburn, Calcium Carbonate, Aloe Vera",TRUE,Size,60 Tablets,,,,,ACID_001_60,60,shopify,40,deny,manual,16.99,21.99,TRUE,TRUE,4.31111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Acidity Neutralizer Bottle,FALSE,Acidity Neutralizer | GetSupp,Gentle acidity relief for digestive comfort.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,8,,,,,,,ACTIVE
constipation-relief,Constipation Relief,"<p>Natural constipation relief with psyllium husk, senna, and probiotics. Promotes regular bowel movements and supports healthy digestive function.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Gut Health > Constipation,Constipation,"Constipation, Psyllium, Senna, Probiotics, Bowel Health",TRUE,Size,60 Capsules,,,,,CONS_001_60,80,shopify,25,deny,manual,21.99,26.99,TRUE,TRUE,4.41111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Constipation Relief Bottle,FALSE,Constipation Relief | GetSupp,Natural relief for regular bowel movements and digestive health.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,11,,,,,,,ACTIVE
liver-detox-support,Liver Detox Support,"<p>Comprehensive liver support with milk thistle, dandelion, and turmeric. Promotes liver detoxification, supports healthy liver function, and aids in toxin elimination.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Gut Health > Liver Problems,Liver Problems,"Liver Detox, Milk Thistle, Dandelion, Turmeric, Liver Health",TRUE,Size,60 Capsules,,,,,LIVER_001_60,90,shopify,20,deny,manual,27.99,32.99,TRUE,TRUE,4.51111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Liver Detox Support Bottle,FALSE,Liver Detox Support | GetSupp,Comprehensive liver support for detoxification and healthy function.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,14,,,,,,,ACTIVE
ibs-comfort,IBS Comfort,"<p>Specialized IBS support with peppermint oil, probiotics, and glutamine. Soothes digestive discomfort, reduces IBS symptoms, and supports gut health.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Gut Health > IBS,IBS,"IBS, Digestive Comfort, Peppermint Oil, Probiotics, Glutamine",TRUE,Size,60 Capsules,,,,,IBS_001_60,85,shopify,15,deny,manual,29.99,34.99,TRUE,TRUE,4.61111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,IBS Comfort Bottle,FALSE,IBS Comfort | GetSupp,Specialized support for IBS symptoms and digestive comfort.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,15,,,,,,,ACTIVE
digestive-enzyme-support,Digestive Enzyme Support,"<p>Comprehensive digestive enzyme blend with amylase, protease, and lipase. Supports healthy digestion, nutrient absorption, and reduces indigestion symptoms.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Gut Health > Indigestion,Indigestion,"Digestive Enzymes, Amylase, Protease, Lipase, Nutrient Absorption",TRUE,Size,60 Capsules,,,,,DIGE_001_60,75,shopify,35,deny,manual,23.99,28.99,TRUE,TRUE,4.71111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Digestive Enzyme Support Bottle,FALSE,Digestive Enzyme Support | GetSupp,Comprehensive digestive support for healthy nutrient absorption.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,12,,,,,,,ACTIVE
pcod-hormone-balance,PCOD Hormone Balance,"<p>Natural hormone balancing formula with inositol, chromium, and berberine. Supports healthy insulin sensitivity and hormonal balance for PCOD management.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Women Health > PCOD,PCOD,"PCOD, Hormone Balance, Inositol, Chromium, Berberine",TRUE,Size,60 Capsules,,,,,PCOD_001_60,90,shopify,20,deny,manual,32.99,37.99,TRUE,TRUE,4.81111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,PCOD Hormone Balance Bottle,FALSE,PCOD Hormone Balance | GetSupp,Natural hormone balancing for PCOD management.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,16,,,,,,,ACTIVE
uti-urinary-health,UTI Urinary Health,"<p>Cranberry and D-mannose formula for urinary tract health. Supports healthy urinary function and helps maintain urinary tract wellness.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Women Health > UTI,UTI,"UTI, Urinary Health, Cranberry, D-Mannose, Urinary Tract",TRUE,Size,60 Capsules,,,,,UTI_001_60,80,shopify,25,deny,manual,24.99,29.99,TRUE,TRUE,4.91111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,UTI Urinary Health Bottle,FALSE,UTI Urinary Health | GetSupp,Cranberry and D-mannose for urinary tract wellness.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,12,,,,,,,ACTIVE
menopause-comfort,Menopause Comfort,"<p>Comprehensive menopause support with black cohosh, soy isoflavones, and calcium. Helps manage hot flashes, mood swings, and bone health during menopause.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Women Health > Menopause,Menopause,"Menopause, Black Cohosh, Soy Isoflavones, Hot Flashes",TRUE,Size,60 Capsules,,,,,MENO_001_60,85,shopify,15,deny,manual,34.99,39.99,TRUE,TRUE,5.01111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Menopause Comfort Bottle,FALSE,Menopause Comfort | GetSupp,Comprehensive support for menopause symptoms and bone health.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,17,,,,,,,ACTIVE
post-pregnancy-recovery,Post Pregnancy Recovery,"<p>Essential nutrients for post-pregnancy recovery with iron, folic acid, and omega-3. Supports energy levels, hair health, and overall recovery after childbirth.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Women Health > Post Pregnancy,Post Pregnancy,"Post Pregnancy, Iron, Folic Acid, Omega-3, Recovery",TRUE,Size,60 Capsules,,,,,POST_001_60,90,shopify,30,deny,manual,29.99,34.99,TRUE,TRUE,5.11111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Post Pregnancy Recovery Bottle,FALSE,Post Pregnancy Recovery | GetSupp,Essential nutrients for post-pregnancy recovery and energy.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,15,,,,,,,ACTIVE
pre-pregnancy-prep,Pre Pregnancy Preparation,"<p>Pre-pregnancy preparation with folic acid, iron, and prenatal vitamins. Supports healthy conception and prepares the body for pregnancy with essential nutrients.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Women Health > Pre Pregnancy,Pre Pregnancy,"Pre Pregnancy, Folic Acid, Iron, Prenatal, Conception",TRUE,Size,60 Capsules,,,,,PREP_001_60,80,shopify,35,deny,manual,31.99,36.99,TRUE,TRUE,5.21111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Pre Pregnancy Preparation Bottle,FALSE,Pre Pregnancy Preparation | GetSupp,Pre-pregnancy preparation with essential nutrients for healthy conception.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,16,,,,,,,ACTIVE
pregnancy-essential,Pregnancy Essential,"<p>Complete prenatal formula with folic acid, iron, DHA, and essential vitamins. Supports healthy pregnancy, fetal development, and maternal health.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Women Health > Pregnancy,Pregnancy,"Pregnancy, Prenatal, Folic Acid, DHA, Fetal Development",TRUE,Size,60 Capsules,,,,,PREG_001_60,95,shopify,20,deny,manual,39.99,44.99,TRUE,TRUE,5.31111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Pregnancy Essential Bottle,FALSE,Pregnancy Essential | GetSupp,Complete prenatal support for healthy pregnancy and fetal development.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,20,,,,,,,ACTIVE
breastfeeding-support,Breastfeeding Support,"<p>Essential nutrients for breastfeeding mothers with DHA, calcium, and vitamin D. Supports milk production and provides nutrients for both mother and baby.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Women Health > Breastfeeding,Breastfeeding,"Breastfeeding, DHA, Calcium, Vitamin D, Milk Production",TRUE,Size,60 Capsules,,,,,BREA_001_60,85,shopify,25,deny,manual,36.99,41.99,TRUE,TRUE,5.41111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Breastfeeding Support Bottle,FALSE,Breastfeeding Support | GetSupp,Essential nutrients for breastfeeding mothers and milk production.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,18,,,,,,,ACTIVE
immunity-boost-complex,Immunity Boost Complex,"<p>Comprehensive immunity support with vitamin C, zinc, echinacea, and elderberry. Strengthens natural defenses and supports healthy immune function.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Daily Wellness > Low Immunity,Low Immunity,"Immunity, Vitamin C, Zinc, Echinacea, Elderberry",TRUE,Size,60 Capsules,,,,,IMMU_001_60,80,shopify,30,deny,manual,26.99,31.99,TRUE,TRUE,5.51111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Immunity Boost Complex Bottle,FALSE,Immunity Boost Complex | GetSupp,Comprehensive immunity support for healthy immune function.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,13,,,,,,,ACTIVE
joint-pain-relief,Joint Pain Relief,"<p>Natural pain relief formula with turmeric, boswellia, and ginger. Reduces inflammation and supports joint comfort for active lifestyles.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Daily Wellness > Body Pains,Body Pains,"Joint Pain, Turmeric, Boswellia, Ginger, Inflammation",TRUE,Size,60 Capsules,,,,,PAIN_001_60,75,shopify,25,deny,manual,24.99,29.99,TRUE,TRUE,5.61111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Joint Pain Relief Bottle,FALSE,Joint Pain Relief | GetSupp,Natural pain relief for joint comfort and inflammation.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,12,,,,,,,ACTIVE
stress-anxiety-relief,Stress & Anxiety Relief,"<p>Calming formula with ashwagandha, L-theanine, and magnesium. Supports stress management, promotes relaxation, and helps maintain emotional balance.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Daily Wellness > Stress,Stress,"Stress, Anxiety, Ashwagandha, L-Theanine, Magnesium",TRUE,Size,60 Capsules,,,,,STRE_001_60,85,shopify,20,deny,manual,28.99,33.99,TRUE,TRUE,5.71111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Stress & Anxiety Relief Bottle,FALSE,Stress & Anxiety Relief | GetSupp,Calming formula for stress management and emotional balance.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,14,,,,,,,ACTIVE
lung-respiratory-support,Lung Respiratory Support,"<p>Respiratory health support with NAC, quercetin, and vitamin C. Supports lung function, respiratory wellness, and healthy breathing.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Daily Wellness > Lung Health,Lung Health,"Lung Health, NAC, Quercetin, Vitamin C, Respiratory",TRUE,Size,60 Capsules,,,,,LUNG_001_60,90,shopify,15,deny,manual,31.99,36.99,TRUE,TRUE,5.81111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Lung Respiratory Support Bottle,FALSE,Lung Respiratory Support | GetSupp,Respiratory health support for healthy lung function.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,16,,,,,,,ACTIVE
energy-vitality-boost,Energy & Vitality Boost,"<p>Natural energy support with B-complex vitamins, iron, and ginseng. Combats fatigue, boosts energy levels, and supports overall vitality.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Daily Wellness > Weakness & Tiredness,Weakness & Tiredness,"Energy, Vitality, B-Complex, Iron, Ginseng, Fatigue",TRUE,Size,60 Capsules,,,,,ENER_001_60,80,shopify,35,deny,manual,25.99,30.99,TRUE,TRUE,5.91111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Energy & Vitality Boost Bottle,FALSE,Energy & Vitality Boost | GetSupp,Natural energy support for vitality and fatigue relief.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,13,,,,,,,ACTIVE
blood-pressure-support,Blood Pressure Support,"<p>Natural blood pressure support with hawthorn, garlic, and coenzyme Q10. Helps maintain healthy blood pressure levels and cardiovascular wellness.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Daily Wellness > Hypertension,Hypertension,"Blood Pressure, Hawthorn, Garlic, CoQ10, Cardiovascular",TRUE,Size,60 Capsules,,,,,BLOO_001_60,85,shopify,20,deny,manual,27.99,32.99,TRUE,TRUE,6.01111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Blood Pressure Support Bottle,FALSE,Blood Pressure Support | GetSupp,Natural support for healthy blood pressure levels.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,14,,,,,,,ACTIVE
cholesterol-management,Cholesterol Management,"<p>Heart-healthy formula with plant sterols, niacin, and omega-3. Supports healthy cholesterol levels and cardiovascular health.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Daily Wellness > High Cholesterol,High Cholesterol,"Cholesterol, Plant Sterols, Niacin, Omega-3, Heart Health",TRUE,Size,60 Capsules,,,,,CHOL_001_60,80,shopify,25,deny,manual,29.99,34.99,TRUE,TRUE,6.11111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Cholesterol Management Bottle,FALSE,Cholesterol Management | GetSupp,Heart-healthy support for healthy cholesterol levels.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,15,,,,,,,ACTIVE
sleep-quality-enhancer,Sleep Quality Enhancer,"<p>Natural sleep support with melatonin, valerian root, and chamomile. Promotes restful sleep, improves sleep quality, and supports healthy sleep patterns.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Daily Wellness > Disturbed Sleep,Disturbed Sleep,"Sleep Quality, Melatonin, Valerian, Chamomile, Restful Sleep",TRUE,Size,60 Capsules,,,,,SLEE_002_60,70,shopify,30,deny,manual,22.99,27.99,TRUE,TRUE,6.21111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Sleep Quality Enhancer Bottle,FALSE,Sleep Quality Enhancer | GetSupp,Natural sleep support for restful,quality sleep.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,11,,,,,,,ACTIVE
nutritional-gap-filler,Nutritional Gap Filler,"<p>Comprehensive multivitamin with essential nutrients to fill nutritional gaps. Supports overall health and addresses common nutritional deficiencies.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Daily Wellness > Nutritional Deficiencies,Nutritional Deficiencies,"Nutritional Gaps, Multivitamin, Essential Nutrients, Health",TRUE,Size,60 Capsules,,,,,NUTR_001_60,90,shopify,20,deny,manual,32.99,37.99,TRUE,TRUE,6.31111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Nutritional Gap Filler Bottle,FALSE,Nutritional Gap Filler | GetSupp,Comprehensive multivitamin to address nutritional deficiencies.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,16,,,,,,,ACTIVE
sugar-balance-support,Sugar Balance Support,"<p>Natural blood sugar support with cinnamon, chromium, and alpha-lipoic acid. Helps maintain healthy blood sugar levels and glucose metabolism.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Daily Wellness > Sugar Management,Sugar Management,"Blood Sugar, Cinnamon, Chromium, Alpha-Lipoic Acid, Glucose",TRUE,Size,60 Capsules,,,,,SUGAR_001_60,80,shopify,25,deny,manual,26.99,31.99,TRUE,TRUE,6.41111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Sugar Balance Support Bottle,FALSE,Sugar Balance Support | GetSupp,Natural support for healthy blood sugar levels and glucose metabolism.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,13,,,,,,,ACTIVE
nausea-relief,Nausea Relief,"<p>Gentle nausea relief with ginger, peppermint, and vitamin B6. Soothes stomach discomfort and helps manage nausea naturally.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Other Health Concerns > Nausea,Nausea,"Nausea Relief, Ginger, Peppermint, Vitamin B6, Stomach",TRUE,Size,60 Capsules,,,,,NAUS_001_60,70,shopify,30,deny,manual,18.99,23.99,TRUE,TRUE,6.51111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Nausea Relief Bottle,FALSE,Nausea Relief | GetSupp,Gentle relief for nausea and stomach discomfort.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,9,,,,,,,ACTIVE
bone-strength-complex,Bone Strength Complex,"<p>Comprehensive bone health support with calcium, vitamin D3, and magnesium. Supports bone density, strength, and helps prevent osteoporosis.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Other Health Concerns > Osteoporosis,Osteoporosis,"Bone Health, Calcium, Vitamin D3, Magnesium, Bone Density",TRUE,Size,60 Capsules,,,,,BONE_001_60,85,shopify,20,deny,manual,33.99,38.99,TRUE,TRUE,6.61111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Bone Strength Complex Bottle,FALSE,Bone Strength Complex | GetSupp,Comprehensive bone health support for strength and density.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,17,,,,,,,ACTIVE
thyroid-support,Thyroid Support,"<p>Thyroid health support with iodine, selenium, and zinc. Supports healthy thyroid function and helps manage hypothyroidism symptoms.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Other Health Concerns > Hypothyroidism,Hypothyroidism,"Thyroid Health, Iodine, Selenium, Zinc, Thyroid Function",TRUE,Size,60 Capsules,,,,,THYR_001_60,80,shopify,25,deny,manual,29.99,34.99,TRUE,TRUE,6.71111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Thyroid Support Bottle,FALSE,Thyroid Support | GetSupp,Thyroid health support for healthy function and metabolism.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,15,,,,,,,ACTIVE
kidney-stone-prevention,Kidney Stone Prevention,"<p>Natural kidney health support with magnesium, potassium citrate, and cranberry. Helps prevent kidney stone formation and supports urinary tract health.</p>",GetSupp,Health & Personal Care > Vitamins & Dietary Supplements > Other Health Concerns > Kidney Stones,Kidney Stones,"Kidney Health, Magnesium, Potassium Citrate, Cranberry",TRUE,Size,60 Capsules,,,,,KIDN_001_60,75,shopify,15,deny,manual,27.99,32.99,TRUE,TRUE,6.81111E+11,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,1,Kidney Stone Prevention Bottle,FALSE,Kidney Stone Prevention | GetSupp,Natural support for kidney health and stone prevention.,376,unisex,adult,,new,TRUE,https://images.unsplash.com/photo-1607619056574-7b8d3ee536b2?w=500,g,,14,,,,,,,ACTIVE
